"danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","name","popularity","artist","in_playlist"
"0.799","0.562","9","-5.116","0","0.041","0.377","4.56E-06","0.1","0.69","140.007","audio_features","21cKbg4QjfBoIOxgddm7DH","spotify:track:21cKbg4QjfBoIOxgddm7DH","https://api.spotify.com/v1/tracks/21cKbg4QjfBoIOxgddm7DH","https://api.spotify.com/v1/audio-analysis/21cKbg4QjfBoIOxgddm7DH","154375","4","Beautiful","40","Akhil","0"
"0.77","0.708","10","-8.311","0","0.49","0.00791","1.31E-05","0.0603","0.693","163.945","audio_features","4qRcbyRIuoiscjlmrkviMG","spotify:track:4qRcbyRIuoiscjlmrkviMG","https://api.spotify.com/v1/tracks/4qRcbyRIuoiscjlmrkviMG","https://api.spotify.com/v1/audio-analysis/4qRcbyRIuoiscjlmrkviMG","201951","4","Tequila","32","Jernade Miah","0"
"0.745","0.737","11","-5.648","0","0.0786","0.178","0","0.109","0.3","98.927","audio_features","3qk2iOZM0ARc9tWzP8JBn9","spotify:track:3qk2iOZM0ARc9tWzP8JBn9","https://api.spotify.com/v1/tracks/3qk2iOZM0ARc9tWzP8JBn9","https://api.spotify.com/v1/audio-analysis/3qk2iOZM0ARc9tWzP8JBn9","274674","4","Jaan Atki","42","Mumzy Stranger","0"
"0.676","0.49","0","-7.739","1","0.0426","0.869","0","0.104","0.554","85.088","audio_features","70XiqtQaqWuzFqD4PtXBbV","spotify:track:70XiqtQaqWuzFqD4PtXBbV","https://api.spotify.com/v1/tracks/70XiqtQaqWuzFqD4PtXBbV","https://api.spotify.com/v1/audio-analysis/70XiqtQaqWuzFqD4PtXBbV","170560","4","Masterpiece","31","Badal","0"
"0.752","0.764","1","-4.399","1","0.038","0.0476","9.44E-05","0.0543","0.582","121.958","audio_features","43V1z6QToNNWNldV4FEG6r","spotify:track:43V1z6QToNNWNldV4FEG6r","https://api.spotify.com/v1/tracks/43V1z6QToNNWNldV4FEG6r","https://api.spotify.com/v1/audio-analysis/43V1z6QToNNWNldV4FEG6r","163216","4","Body","32","Loud Luxury","0"
"0.592","0.691","3","-8.354","1","0.196","0.156","9.78E-06","0.418","0.0796","99.976","audio_features","63SevszngYpZOwf63o61K4","spotify:track:63SevszngYpZOwf63o61K4","https://api.spotify.com/v1/tracks/63SevszngYpZOwf63o61K4","https://api.spotify.com/v1/audio-analysis/63SevszngYpZOwf63o61K4","156600","4","Nevermind","84","Dennis Lloyd","0"
"0.792","0.56","9","-4.125","1","0.225","0.493","0","0.0849","0.505","134.044","audio_features","6IaieqiCVvsNvEt6Y7yOFa","spotify:track:6IaieqiCVvsNvEt6Y7yOFa","https://api.spotify.com/v1/tracks/6IaieqiCVvsNvEt6Y7yOFa","https://api.spotify.com/v1/audio-analysis/6IaieqiCVvsNvEt6Y7yOFa","206267","4","Ball For Me (feat. Nicki Minaj)","80","Post Malone","0"
"0.532","0.616","10","-7.074","0","0.0328","0.186","0","0.0928","0.292","101.883","audio_features","3pWcj8hxj3fsb9TDAcMpEl","spotify:track:3pWcj8hxj3fsb9TDAcMpEl","https://api.spotify.com/v1/tracks/3pWcj8hxj3fsb9TDAcMpEl","https://api.spotify.com/v1/audio-analysis/3pWcj8hxj3fsb9TDAcMpEl","223147","4","Somebody","40","The Chainsmokers","0"
"0.552","0.76","0","-4.706","1","0.342","0.0733","0","0.0865","0.639","135.702","audio_features","5WvAo7DNuPRmk4APhdPzi8","spotify:track:5WvAo7DNuPRmk4APhdPzi8","https://api.spotify.com/v1/tracks/5WvAo7DNuPRmk4APhdPzi8","https://api.spotify.com/v1/audio-analysis/5WvAo7DNuPRmk4APhdPzi8","260000","5","No Brainer","85","DJ Khaled","0"
"0.596","0.854","7","-5.114","0","0.463","0.0169","0","0.124","0.152","120.274","audio_features","2iUXsYOEPhVqEBwsqP70rE","spotify:track:2iUXsYOEPhVqEBwsqP70rE","https://api.spotify.com/v1/tracks/2iUXsYOEPhVqEBwsqP70rE","https://api.spotify.com/v1/audio-analysis/2iUXsYOEPhVqEBwsqP70rE","203418","4","Youngblood","85","5 Seconds of Summer","0"
"0.69","0.784","1","-4.653","1","0.032","0.323","0","0.203","0.669","106.066","audio_features","3u1S1OmAUhx5DRlLrXqyp3","spotify:track:3u1S1OmAUhx5DRlLrXqyp3","https://api.spotify.com/v1/tracks/3u1S1OmAUhx5DRlLrXqyp3","https://api.spotify.com/v1/audio-analysis/3u1S1OmAUhx5DRlLrXqyp3","194408","4","Rise","87","Jonas Blue","0"
"0.689","0.584","1","-5.768","0","0.119","0.339","0","0.297","0.676","156.572","audio_features","4F1yvJfQ7gJkrcgFJQDjOr","spotify:track:4F1yvJfQ7gJkrcgFJQDjOr","https://api.spotify.com/v1/tracks/4F1yvJfQ7gJkrcgFJQDjOr","https://api.spotify.com/v1/audio-analysis/4F1yvJfQ7gJkrcgFJQDjOr","191680","4","Playinwitme (feat. Kehlani)","79","KYLE","0"
"0.687","0.792","5","-2.749","1","0.0452","0.191","0","0.167","0.671","100.015","audio_features","2dpaYNEQHiRxtZbfNsse99","spotify:track:2dpaYNEQHiRxtZbfNsse99","https://api.spotify.com/v1/tracks/2dpaYNEQHiRxtZbfNsse99","https://api.spotify.com/v1/audio-analysis/2dpaYNEQHiRxtZbfNsse99","214290","4","Happier","95","Marshmello","0"
"0.56","0.68","6","-7.648","0","0.321","0.555","0","0.116","0.319","89.391","audio_features","0d2iYfpKoM0QCKvcLCkBao","spotify:track:0d2iYfpKoM0QCKvcLCkBao","https://api.spotify.com/v1/tracks/0d2iYfpKoM0QCKvcLCkBao","https://api.spotify.com/v1/audio-analysis/0d2iYfpKoM0QCKvcLCkBao","173800","4","Eastside (with Halsey & Khalid)","92","benny blanco","0"
"0.851","0.541","0","-6.825","1","0.0505","0.568","0","0.13","0.448","124.959","audio_features","6FRLCMO5TUHTexlWo8ym1W","spotify:track:6FRLCMO5TUHTexlWo8ym1W","https://api.spotify.com/v1/tracks/6FRLCMO5TUHTexlWo8ym1W","https://api.spotify.com/v1/audio-analysis/6FRLCMO5TUHTexlWo8ym1W","235545","4","Girls Like You (feat. Cardi B)","88","Maroon 5","0"
"0.454","0.66","0","-4.357","1","0.168","0.0364","0","0.181","0.568","184.353","audio_features","6DOrfjvoK0hLJnxeHsE0xy","spotify:track:6DOrfjvoK0hLJnxeHsE0xy","https://api.spotify.com/v1/tracks/6DOrfjvoK0hLJnxeHsE0xy","https://api.spotify.com/v1/audio-analysis/6DOrfjvoK0hLJnxeHsE0xy","212374","4","Burn the House Down","55","AJR","0"
"0.652","0.678","2","-6.183","1","0.0541","0.183","3.26E-05","0.106","0.28","72.989","audio_features","6Hgh47WXVKtXN5zGOu0hjI","spotify:track:6Hgh47WXVKtXN5zGOu0hjI","https://api.spotify.com/v1/tracks/6Hgh47WXVKtXN5zGOu0hjI","https://api.spotify.com/v1/audio-analysis/6Hgh47WXVKtXN5zGOu0hjI","263014","4","OTW","82","Khalid","0"
"0.747","0.834","3","-2.867","0","0.045","0.374","0","0.0586","0.687","128.005","audio_features","4kWO6O1BUXcZmaxitpVUwp","spotify:track:4kWO6O1BUXcZmaxitpVUwp","https://api.spotify.com/v1/tracks/4kWO6O1BUXcZmaxitpVUwp","https://api.spotify.com/v1/audio-analysis/4kWO6O1BUXcZmaxitpVUwp","215760","4","Jackie Chan","86","Tiësto","0"
"0.734","0.765","7","-5.562","1","0.0621","0.151","0","0.231","0.518","109.989","audio_features","3DGar7krWlmrXRFHBcQF6z","spotify:track:3DGar7krWlmrXRFHBcQF6z","https://api.spotify.com/v1/tracks/3DGar7krWlmrXRFHBcQF6z","https://api.spotify.com/v1/audio-analysis/3DGar7krWlmrXRFHBcQF6z","163636","4","Whenever (feat. Conor Maynard)","81","Kris Kross Amsterdam","0"
"0.68","0.563","10","-5.843","1","0.0454","0.354","0","0.136","0.374","145.028","audio_features","7dt6x5M1jzdTEt8oCbisTK","spotify:track:7dt6x5M1jzdTEt8oCbisTK","https://api.spotify.com/v1/tracks/7dt6x5M1jzdTEt8oCbisTK","https://api.spotify.com/v1/audio-analysis/7dt6x5M1jzdTEt8oCbisTK","231267","4","Better Now","91","Post Malone","0"
"0.579","0.904","5","-2.729","1","0.0618","0.193","0","0.064","0.681","82.014","audio_features","1rqqCSm0Qe4I9rUvWncaom","spotify:track:1rqqCSm0Qe4I9rUvWncaom","https://api.spotify.com/v1/tracks/1rqqCSm0Qe4I9rUvWncaom","https://api.spotify.com/v1/audio-analysis/1rqqCSm0Qe4I9rUvWncaom","190947","4","High Hopes","89","Panic! At The Disco","0"
"0.816","0.726","5","-3.998","0","0.129","0.099","0","0.372","0.65","136.048","audio_features","58q2HKrzhC3ozto2nDdN4z","spotify:track:58q2HKrzhC3ozto2nDdN4z","https://api.spotify.com/v1/tracks/58q2HKrzhC3ozto2nDdN4z","https://api.spotify.com/v1/audio-analysis/58q2HKrzhC3ozto2nDdN4z","253390","4","I Like It","89","Cardi B","0"
"0.661","0.725","6","-4.859","1","0.0563","0.0253","0","0.123","0.605","119.927","audio_features","18W92Zm1KjLCbUIszOhpkD","spotify:track:18W92Zm1KjLCbUIszOhpkD","https://api.spotify.com/v1/tracks/18W92Zm1KjLCbUIszOhpkD","https://api.spotify.com/v1/audio-analysis/18W92Zm1KjLCbUIszOhpkD","197939","4","I Wanna Know (feat. Bea Miller)","76","NOTD","0"
"0.753","0.66","5","-6.542","1","0.133","0.161","0","0.236","0.182","95.003","audio_features","07FkzikE6FuHIa8Ma7zJGc","spotify:track:07FkzikE6FuHIa8Ma7zJGc","https://api.spotify.com/v1/tracks/07FkzikE6FuHIa8Ma7zJGc","https://api.spotify.com/v1/audio-analysis/07FkzikE6FuHIa8Ma7zJGc","209213","4","Lie","78","NF","0"
"0.906","0.454","8","-6.726","1","0.248","0.559","0","0.242","0.671","92.049","audio_features","12gnUTEnxL6PYN06RX2Je1","spotify:track:12gnUTEnxL6PYN06RX2Je1","https://api.spotify.com/v1/tracks/12gnUTEnxL6PYN06RX2Je1","https://api.spotify.com/v1/audio-analysis/12gnUTEnxL6PYN06RX2Je1","197364","4","imagine if","70","gnash","0"
"0.769","0.479","1","-5.339","1","0.0385","0.66","0","0.0914","0.803","96.051","audio_features","2Yer0p7uB2lVBUAtANuuQp","spotify:track:2Yer0p7uB2lVBUAtANuuQp","https://api.spotify.com/v1/tracks/2Yer0p7uB2lVBUAtANuuQp","https://api.spotify.com/v1/audio-analysis/2Yer0p7uB2lVBUAtANuuQp","164640","4","Magic In The Hamptons (feat. Lil Yachty)","77","Social House","0"
"0.568","0.656","8","-5.413","1","0.0433","0.0211","1.37E-05","0.213","0.364","100.049","audio_features","4OafepJy2teCjYJbvFE60J","spotify:track:4OafepJy2teCjYJbvFE60J","https://api.spotify.com/v1/tracks/4OafepJy2teCjYJbvFE60J","https://api.spotify.com/v1/audio-analysis/4OafepJy2teCjYJbvFE60J","198160","4","breathin","89","Ariana Grande","0"
"0.763","0.572","11","-7.312","0","0.0595","0.493","0.00118","0.106","0.25","151.93","audio_features","0OgGn1ofaj55l2PcihQQGV","spotify:track:0OgGn1ofaj55l2PcihQQGV","https://api.spotify.com/v1/tracks/0OgGn1ofaj55l2PcihQQGV","https://api.spotify.com/v1/audio-analysis/0OgGn1ofaj55l2PcihQQGV","190472","4","Drew Barrymore","80","Bryce Vine","0"
"0.63","0.694","11","-6.257","0","0.0253","0.00281","0","0.0719","0.216","97.005","audio_features","04ZTP5KsCypmtCmQg5tH9R","spotify:track:04ZTP5KsCypmtCmQg5tH9R","https://api.spotify.com/v1/tracks/04ZTP5KsCypmtCmQg5tH9R","https://api.spotify.com/v1/audio-analysis/04ZTP5KsCypmtCmQg5tH9R","195519","4","I'm a Mess","84","Bebe Rexha","0"
"0.638","0.717","2","-4.722","1","0.0337","0.346","0","0.105","0.249","100.027","audio_features","4VUwkH455At9kENOfzTqmF","spotify:track:4VUwkH455At9kENOfzTqmF","https://api.spotify.com/v1/tracks/4VUwkH455At9kENOfzTqmF","https://api.spotify.com/v1/audio-analysis/4VUwkH455At9kENOfzTqmF","180000","4","Beautiful (feat. Camila Cabello)","88","Bazzi","0"
"0.811","0.447","4","-6.55","1","0.0414","0.636","0","0.462","0.694","99.995","audio_features","07ipXN6CNTw34qwSYePKpg","spotify:track:07ipXN6CNTw34qwSYePKpg","https://api.spotify.com/v1/tracks/07ipXN6CNTw34qwSYePKpg","https://api.spotify.com/v1/audio-analysis/07ipXN6CNTw34qwSYePKpg","205792","4","Summer on You","72","PRETTYMUCH","0"
"0.506","0.693","0","-7.265","0","0.0412","0.584","9.58E-05","0.0891","0.221","139.912","audio_features","3nc420PXjTdBV5TN0gCFkS","spotify:track:3nc420PXjTdBV5TN0gCFkS","https://api.spotify.com/v1/tracks/3nc420PXjTdBV5TN0gCFkS","https://api.spotify.com/v1/audio-analysis/3nc420PXjTdBV5TN0gCFkS","216420","4","Ocean (feat. Khalid)","84","Martin Garrix","0"
"0.656","0.729","5","-4.223","0","0.0765","0.0789","0","0.133","0.438","95.974","audio_features","0p0ljM6RxgpGt7wthGqBZa","spotify:track:0p0ljM6RxgpGt7wthGqBZa","https://api.spotify.com/v1/tracks/0p0ljM6RxgpGt7wthGqBZa","https://api.spotify.com/v1/audio-analysis/0p0ljM6RxgpGt7wthGqBZa","215781","4","Finest Hour (feat. Abir)","73","Cash Cash","0"
"0.448","0.612","2","-6.106","1","0.0708","0.216","0","0.08","0.213","97.773","audio_features","4zIO3ilp5HvTeK3HJHxhMP","spotify:track:4zIO3ilp5HvTeK3HJHxhMP","https://api.spotify.com/v1/tracks/4zIO3ilp5HvTeK3HJHxhMP","https://api.spotify.com/v1/audio-analysis/4zIO3ilp5HvTeK3HJHxhMP","189467","4","Natural","81","Imagine Dragons","0"
"0.659","0.738","4","-5.072","0","0.0477","0.118","0","0.115","0.481","127.95","audio_features","2lYTJK94hb0fd1LQtb6Dhk","spotify:track:2lYTJK94hb0fd1LQtb6Dhk","https://api.spotify.com/v1/tracks/2lYTJK94hb0fd1LQtb6Dhk","https://api.spotify.com/v1/audio-analysis/2lYTJK94hb0fd1LQtb6Dhk","183750","4","Don't Leave Me Alone (feat. Anne-Marie)","82","David Guetta","0"
"0.611","0.602","5","-4.89","1","0.0437","0.000837","0","0.112","0.624","168.154","audio_features","3T4UodGkfZObJ43RtA5KFU","spotify:track:3T4UodGkfZObJ43RtA5KFU","https://api.spotify.com/v1/tracks/3T4UodGkfZObJ43RtA5KFU","https://api.spotify.com/v1/audio-analysis/3T4UodGkfZObJ43RtA5KFU","148460","4","Connection","77","OneRepublic","0"
"0.423","0.857","10","-3.441","0","0.275","0.0316","0","0.0555","0.655","180.01","audio_features","59D6pNWyn8UXPpos5fbAqm","spotify:track:59D6pNWyn8UXPpos5fbAqm","https://api.spotify.com/v1/tracks/59D6pNWyn8UXPpos5fbAqm","https://api.spotify.com/v1/audio-analysis/59D6pNWyn8UXPpos5fbAqm","207430","4","We Don't Care","73","Sigala","0"
"0.791","0.862","9","-3.24","0","0.11","0.037","2.19E-05","0.0814","0.592","123.994","audio_features","7ef4DlsgrMEH11cDZd32M6","spotify:track:7ef4DlsgrMEH11cDZd32M6","https://api.spotify.com/v1/tracks/7ef4DlsgrMEH11cDZd32M6","https://api.spotify.com/v1/audio-analysis/7ef4DlsgrMEH11cDZd32M6","214847","4","One Kiss (with Dua Lipa)","87","Calvin Harris","0"
"0.834","0.73","8","-3.714","1","0.222","0.00513","0","0.124","0.446","155.008","audio_features","2xLMifQCjDGFmkHkpNLD9h","spotify:track:2xLMifQCjDGFmkHkpNLD9h","https://api.spotify.com/v1/tracks/2xLMifQCjDGFmkHkpNLD9h","https://api.spotify.com/v1/audio-analysis/2xLMifQCjDGFmkHkpNLD9h","312820","4","SICKO MODE","94","Travis Scott","0"
"0.694","0.77","6","-5.335","1","0.149","0.176","1.1E-05","0.118","0.163","125.905","audio_features","0E9ZjEAyAwOXZ7wJC0PD33","spotify:track:0E9ZjEAyAwOXZ7wJC0PD33","https://api.spotify.com/v1/tracks/0E9ZjEAyAwOXZ7wJC0PD33","https://api.spotify.com/v1/audio-analysis/0E9ZjEAyAwOXZ7wJC0PD33","184560","4","In My Mind","91","Dynoro","0"
"0.737","0.636","11","-4.546","0","0.0437","0.0441","6.66E-05","0.35","0.565","105.005","audio_features","6kPJZM97LwdG9QIsT7khp6","spotify:track:6kPJZM97LwdG9QIsT7khp6","https://api.spotify.com/v1/tracks/6kPJZM97LwdG9QIsT7khp6","https://api.spotify.com/v1/audio-analysis/6kPJZM97LwdG9QIsT7khp6","222653","4","Solo (feat. Demi Lovato)","87","Clean Bandit","0"
"0.783","0.537","9","-2.921","1","0.0749","0.278","0","0.229","0.392","113.977","audio_features","447yWcDPg1ddgcHBLGpJC0","spotify:track:447yWcDPg1ddgcHBLGpJC0","https://api.spotify.com/v1/tracks/447yWcDPg1ddgcHBLGpJC0","https://api.spotify.com/v1/audio-analysis/447yWcDPg1ddgcHBLGpJC0","222866","4","Better Not (feat. Wafia)","62","Louis The Child","0"
"0.688","0.688","3","-5.84","1","0.0357","0.3","0","0.0982","0.451","114.011","audio_features","0kHyKhJMukHEPfeh8s7rdM","spotify:track:0kHyKhJMukHEPfeh8s7rdM","https://api.spotify.com/v1/tracks/0kHyKhJMukHEPfeh8s7rdM","https://api.spotify.com/v1/audio-analysis/0kHyKhJMukHEPfeh8s7rdM","193321","4","Born To Be Yours","82","Kygo","0"
"0.651","0.782","1","-4.622","1","0.0303","0.23","0","0.139","0.619","94.94","audio_features","0uSGTaHms9ceAxb7L6VLrU","spotify:track:0uSGTaHms9ceAxb7L6VLrU","https://api.spotify.com/v1/tracks/0uSGTaHms9ceAxb7L6VLrU","https://api.spotify.com/v1/audio-analysis/0uSGTaHms9ceAxb7L6VLrU","169612","4","All To Myself","66","Dan + Shay","0"
"0.442","0.585","0","-10.332","0","0.0964","0.0984","0.391","0.14","0.116","97.565","audio_features","4T3fNx3CgwDRRYgmFCbD4J","spotify:track:4T3fNx3CgwDRRYgmFCbD4J","https://api.spotify.com/v1/tracks/4T3fNx3CgwDRRYgmFCbD4J","https://api.spotify.com/v1/audio-analysis/4T3fNx3CgwDRRYgmFCbD4J","229413","4","Better","87","Khalid","0"
"0.767","0.678","0","-6.249","1","0.054","0.0221","4.82E-05","0.258","0.217","121.01","audio_features","15fZrZhdK0g1BS9sDeW6sD","spotify:track:15fZrZhdK0g1BS9sDeW6sD","https://api.spotify.com/v1/tracks/15fZrZhdK0g1BS9sDeW6sD","https://api.spotify.com/v1/audio-analysis/15fZrZhdK0g1BS9sDeW6sD","168636","4","Love No More","65","Loud Luxury","0"
"0.691","0.716","7","-5.985","1","0.0351","0.0085","9.06E-06","0.263","0.507","112.035","audio_features","5a8RPWgKSmcGBGcffmIrUi","spotify:track:5a8RPWgKSmcGBGcffmIrUi","https://api.spotify.com/v1/tracks/5a8RPWgKSmcGBGcffmIrUi","https://api.spotify.com/v1/audio-analysis/5a8RPWgKSmcGBGcffmIrUi","187027","4","Thunderclouds","77","Sia","0"
"0.548","0.839","6","-2.371","1","0.0644","0.135","0","0.102","0.314","98.932","audio_features","4QVS8YCpK71R4FsxSMCjhP","spotify:track:4QVS8YCpK71R4FsxSMCjhP","https://api.spotify.com/v1/tracks/4QVS8YCpK71R4FsxSMCjhP","https://api.spotify.com/v1/audio-analysis/4QVS8YCpK71R4FsxSMCjhP","218296","4","Tie Me Down (with Elley Duhé)","76","Gryffin","0"
"0.781","0.768","11","-5.991","1","0.0394","0.0119","4.91E-06","0.325","0.486","123.07","audio_features","5N5k9nd479b1xpDZ4usjrg","spotify:track:5N5k9nd479b1xpDZ4usjrg","https://api.spotify.com/v1/tracks/5N5k9nd479b1xpDZ4usjrg","https://api.spotify.com/v1/audio-analysis/5N5k9nd479b1xpDZ4usjrg","213309","4","Promises (with Sam Smith)","91","Calvin Harris","0"
"0.601","0.724","6","-4.856","1","0.0486","0.0945","1.68E-06","0.12","0.508","102.061","audio_features","4hQ6UGyWQIGJmHSo0J88JW","spotify:track:4hQ6UGyWQIGJmHSo0J88JW","https://api.spotify.com/v1/tracks/4hQ6UGyWQIGJmHSo0J88JW","https://api.spotify.com/v1/audio-analysis/4hQ6UGyWQIGJmHSo0J88JW","207905","4","Back To You - From 13 Reasons Why – Season 2 Soundtrack","83","Selena Gomez","0"
"0.631","0.599","7","-6.137","0","0.0878","0.067","0","0.0952","0.727","170.122","audio_features","0iwsQWgtjSq2kUXuZwTDAL","spotify:track:0iwsQWgtjSq2kUXuZwTDAL","https://api.spotify.com/v1/tracks/0iwsQWgtjSq2kUXuZwTDAL","https://api.spotify.com/v1/audio-analysis/0iwsQWgtjSq2kUXuZwTDAL","190576","4","Home with You","77","Madison Beer","0"
"0.547","0.789","8","-5.619","1","0.042","0.00871","0","0.1","0.345","129.916","audio_features","4mEILaBM7bKZqKAun5tABu","spotify:track:4mEILaBM7bKZqKAun5tABu","https://api.spotify.com/v1/tracks/4mEILaBM7bKZqKAun5tABu","https://api.spotify.com/v1/audio-analysis/4mEILaBM7bKZqKAun5tABu","193911","4","When We Were Young","71","Lost Kings","0"
"0.735","0.482","8","-9.445","1","0.139","0.00623","0.0144","0.448","0.315","181.995","audio_features","0bAkKNCQfWkexHFn7fIKns","spotify:track:0bAkKNCQfWkexHFn7fIKns","https://api.spotify.com/v1/tracks/0bAkKNCQfWkexHFn7fIKns","https://api.spotify.com/v1/audio-analysis/0bAkKNCQfWkexHFn7fIKns","217933","4","In My Feelings","49","Drake","0"
"0.666","0.728","7","-5.808","1","0.0419","0.00175","4.26E-06","0.0429","0.51","122.996","audio_features","6XcfKZvJio9Z0fQy11GnNX","spotify:track:6XcfKZvJio9Z0fQy11GnNX","https://api.spotify.com/v1/tracks/6XcfKZvJio9Z0fQy11GnNX","https://api.spotify.com/v1/audio-analysis/6XcfKZvJio9Z0fQy11GnNX","204878","4","broken","78","lovelytheband","0"
"0.701","0.512","0","-6.869","0","0.0969","0.235","5.07E-06","0.135","0.663","91.947","audio_features","5vnpANH92iEajvGwE2oQ6r","spotify:track:5vnpANH92iEajvGwE2oQ6r","https://api.spotify.com/v1/tracks/5vnpANH92iEajvGwE2oQ6r","https://api.spotify.com/v1/audio-analysis/5vnpANH92iEajvGwE2oQ6r","223583","4","Real Friends","77","Camila Cabello","0"
"0.602","0.658","1","-5.934","1","0.0558","0.0233","6E-05","0.237","0.268","145.031","audio_features","5OCJzvD7sykQEKHH7qAC3C","spotify:track:5OCJzvD7sykQEKHH7qAC3C","https://api.spotify.com/v1/tracks/5OCJzvD7sykQEKHH7qAC3C","https://api.spotify.com/v1/audio-analysis/5OCJzvD7sykQEKHH7qAC3C","197547","4","God is a woman","88","Ariana Grande","0"
"0.601","0.775","0","-4.612","1","0.0473","0.269","0","0.0883","0.483","119.964","audio_features","6jreFSOTUAViWjKyzOC4Kg","spotify:track:6jreFSOTUAViWjKyzOC4Kg","https://api.spotify.com/v1/tracks/6jreFSOTUAViWjKyzOC4Kg","https://api.spotify.com/v1/audio-analysis/6jreFSOTUAViWjKyzOC4Kg","190295","4","REMEDY","83","Alesso","0"
"0.717","0.847","1","-6.159","1","0.0353","0.00271","1.04E-06","0.11","0.414","114.996","audio_features","4ABdTWafMCXfATpILRuZFW","spotify:track:4ABdTWafMCXfATpILRuZFW","https://api.spotify.com/v1/tracks/4ABdTWafMCXfATpILRuZFW","https://api.spotify.com/v1/audio-analysis/4ABdTWafMCXfATpILRuZFW","179999","4","IDWK","68","DVBBS","0"
"0.588","0.67","0","-6.439","1","0.0473","0.0104","3.33E-06","0.338","0.505","118.159","audio_features","5N4erncE7kuUccm7zEmwzk","spotify:track:5N4erncE7kuUccm7zEmwzk","https://api.spotify.com/v1/tracks/5N4erncE7kuUccm7zEmwzk","https://api.spotify.com/v1/audio-analysis/5N4erncE7kuUccm7zEmwzk","238173","4","Electricity (with Dua Lipa)","87","Silk City","0"
"0.643","0.904","0","-3.694","1","0.0739","0.0776","0","0.189","0.481","103.028","audio_features","5Xn4IyTtW6FUGIUyWjbUHG","spotify:track:5Xn4IyTtW6FUGIUyWjbUHG","https://api.spotify.com/v1/tracks/5Xn4IyTtW6FUGIUyWjbUHG","https://api.spotify.com/v1/audio-analysis/5Xn4IyTtW6FUGIUyWjbUHG","195419","4","Goodbye (feat. Nicki Minaj & Willy William)","84","Jason Derulo","0"
"0.575","0.571","1","-7.906","1","0.0439","0.0558","0","0.0912","0.449","105.049","audio_features","15kQGEy89K8deJcZVFEn0N","spotify:track:15kQGEy89K8deJcZVFEn0N","https://api.spotify.com/v1/tracks/15kQGEy89K8deJcZVFEn0N","https://api.spotify.com/v1/audio-analysis/15kQGEy89K8deJcZVFEn0N","197947","4","This Feeling (feat. Kelsea Ballerini)","76","The Chainsmokers","0"
"0.554","0.596","7","-8.214","1","0.13","0.162","0.00482","0.0805","0.255","165.728","audio_features","7p4vHnYXkxlzvfePJVpcTr","spotify:track:7p4vHnYXkxlzvfePJVpcTr","https://api.spotify.com/v1/tracks/7p4vHnYXkxlzvfePJVpcTr","https://api.spotify.com/v1/audio-analysis/7p4vHnYXkxlzvfePJVpcTr","297404","4","Feels Like Summer","76","Childish Gambino","0"
"0.74","0.669","0","-5.199","1","0.0373","0.0445","0","0.184","0.536","122.007","audio_features","6X6SdJzxyw7GzxwP2fr9WV","spotify:track:6X6SdJzxyw7GzxwP2fr9WV","https://api.spotify.com/v1/tracks/6X6SdJzxyw7GzxwP2fr9WV","https://api.spotify.com/v1/audio-analysis/6X6SdJzxyw7GzxwP2fr9WV","218868","4","All I Am","79","Jess Glynne","0"
"0.709","0.759","5","-3.811","0","0.0454","0.114","0.000129","0.347","0.586","148.011","audio_features","63MtMwfhxUvM2cyUNb5Iux","spotify:track:63MtMwfhxUvM2cyUNb5Iux","https://api.spotify.com/v1/tracks/63MtMwfhxUvM2cyUNb5Iux","https://api.spotify.com/v1/audio-analysis/63MtMwfhxUvM2cyUNb5Iux","192588","4","First Time","70","Liam Payne","0"
"0.607","0.478","1","-5.702","0","0.031","0.649","0","0.0928","0.255","88.979","audio_features","6AkFxZzBfyzV5RF7mGkASM","spotify:track:6AkFxZzBfyzV5RF7mGkASM","https://api.spotify.com/v1/tracks/6AkFxZzBfyzV5RF7mGkASM","https://api.spotify.com/v1/audio-analysis/6AkFxZzBfyzV5RF7mGkASM","190027","4","8 Letters","50","Why Don't We","0"
"0.572","0.691","8","-4.783","0","0.123","0.0788","0.000132","0.0619","0.318","92.082","audio_features","5fK0Q3j2iUcQtiRDXlPW0K","spotify:track:5fK0Q3j2iUcQtiRDXlPW0K","https://api.spotify.com/v1/tracks/5fK0Q3j2iUcQtiRDXlPW0K","https://api.spotify.com/v1/audio-analysis/5fK0Q3j2iUcQtiRDXlPW0K","211818","4","Want To","76","Dua Lipa","0"
"0.698","0.875","11","-4.665","1","0.0824","0.00557","1.88E-06","0.0618","0.39","115.012","audio_features","1MobXMNPi9e1onV0ElsPEj","spotify:track:1MobXMNPi9e1onV0ElsPEj","https://api.spotify.com/v1/tracks/1MobXMNPi9e1onV0ElsPEj","https://api.spotify.com/v1/audio-analysis/1MobXMNPi9e1onV0ElsPEj","198281","4","Be Somebody (feat. Kiiara)","37","Steve Aoki","0"
"0.767","0.543","1","-7.881","0","0.103","0.049","0","0.115","0.485","106.029","audio_features","5DfWF0jqMgZDCiu9zJENTA","spotify:track:5DfWF0jqMgZDCiu9zJENTA","https://api.spotify.com/v1/tracks/5DfWF0jqMgZDCiu9zJENTA","https://api.spotify.com/v1/audio-analysis/5DfWF0jqMgZDCiu9zJENTA","177140","4","Ring (feat. Kehlani)","77","Cardi B","0"
